Company Name	Address Line 1	Address Line 2	City	Country	URL 1	URL 2	URL 3
Pon Pure Kenya Limited	Plot L.R No.7158/602 Kalamu Hse	Grevillea Hse, Westlands	Nairobi	Kenya			
Kenya Promotions & Marketing Company Holdings Limited	Lr 209 14248		Nairobi	Kenya			
Hackmey Kenya Ltd	3Rd Floor Sonulux House,  Moi Avenue		Nairobi	Kenya			
Nzomo Educationalsupplies Ltd	Langata Shopping Centre, Shop No.14 Langata Road		Nairobi	Kenya			
Ceva Limited	Panari House Mombasa Road		Nairobi	Kenya			
Maxam Limited	Cooper Centre Kaptagat Road		Nairobi	Kenya			
Izon Future Systems Limited	Miotoni Apartments Apt-1, Kirichwa Road	Off Argwings Kodhek, Post Box - 27537	Nairobi	Kenya			
Adventist Centre For Care And Support	Milimani Road		Nairobi	Kenya			
Glory Rent A Car	Raphta Road	Glory Apartments	Nairobi	Kenya			
Leebarn Builders Ltd	Gandhi Avenue, Nairobi West		Nairobi	Kenya			
Kwetu Training Centre For Sustainable Development	Mtomondoni Village		Mombasa	Kenya			
Metrocosmo Limited	7Th Floor, Hughes Building Kenyatta Avenue		Nairobi	Kenya			
Community Asset Building And Development Action	Kakamega-Mumias Road		Kakamega	Kenya			
Coordination Center For Community Empowerment	Biashara Street 1		Murang'a	Kenya			
Namsi Interiors	Waiyaki Way		Nairobi	Kenya			
Eastern Africa Grain Council	Westlands Close Off Westlands Road		Nairobi	Kenya			
Centre For Entrepreneurship And Business Development In Africa Group	Opiyo Road		Yala	Kenya			
Paschal Construction East Africa Limited	Moi Avenue		Nairobi	Kenya			
Diameter Limited	Harambee Avenue		Nairobi	Kenya			
Coca Cola Holdings Ltd	Upper Hill 4Th Floor,  Old Mutual		Nairobi	Kenya			
Lanbase System Technologies Limited	Havea Park	Lower Kabete Road	Nairobi	Kenya			
Lasers And Optics Africa Limited	5Th Floor, Liberty Plaza Mombasa		Mombasa	Kenya			
Medi System Supplies And Services Ltd	Opposite Kilimiani Police Station Jabavu-Kilimiani No. 24		Nairobi	Kenya			
Borasoft Limited	Muranga Road		Nairobi	Kenya			
Alpha And Omega Youth Group	Mombasa -Nairobi Highway		Mombasa	Kenya			
Crossfield Promotions Limtied	Wood Products Complex Enterprise Road	Go-Down 2	Nairobi	Kenya			
Kleen Energy Ltd	Unga House Muthithi Road	Westlands District	Nairobi	Kenya			
Sipak - Strategic Interventions For Poverty Alleviation In Kenya	Thika Highway		Nairobi	Kenya			
Nairobi Representative Office Of Mitsubishi Corporation	13Th Floor, International House, Mama Ngina Street		Nairobi,	Kenya			
Simba Technology Limited	Purshottam Place Westlands Road	Next To Cfc Bank Chiromo	Nairobi	Kenya			
Kep Services Ltd	Kcb Building Enterprise Road	Industrial Area	Nairobi	Kenya			
Wardrobe Collection Ltd	Moi Avenue		Nairobi	Kenya			
Advanceone Limited	Cosy Nook Building Muguga Green Street	Opposite To Encee Place	Nairobi	Kenya			
H.W. Gichohi & Company	Allimex Plaza Nkuruhma Road, South C	Next To St. James Hospital	Nairobi	Kenya			
Software Distributors Africa Limited	Kenya Association Of Tour Operators Building Longonot Road	Upper Hill	Nairobi	Kenya			
Pensoft Systems Limited	North Star Complex Suite 4 Lenana Road	Kilimani	Nairobi	Kenya			
Kibera Markaz	Kanbi Muru		Nairobi	Kenya			
Hidaya Muslim Youth Group	Moi Avenue		Bungoma	Kenya			
Jendeka Holdings Ltd	Shinyalu		Kakamega	Kenya			
Agricultural Employers Association	Printing House Road		Nakuru	Kenya			
East Africa Kenya Community Development Agency	Mchumbi Road South B		Nairobi	Kenya			
Anjarwalla & Khanna Advocates	The Oval, Junction Of Ring Road Parklands & Jalaram Road Westlan		Nairobi	Kenya			
Fanjet Express Ltd	Titan Office Wilson Airport		Nairobi	Kenya			
The International Commission Of Jurists	Vihiga Road Kileleshwa		Nairobi	Kenya			
Altech Kenya Limited	Raphta Road		Nairobi	Kenya			
Comtec Group Ltd	United Nations Crescent	Limuru Road	Nairobi	Kenya			
Trans Community Organization	Busia   Kisumu Highway		Busia	Kenya			
Mikalmat Construction Services Limited	Lungalunga Road		Nairobi	Kenya			
Carepay Ltd	New Rehema House		Nairobi	Kenya			
Kamkunji Network	2Nd Street	3Rd Avenue Eastleigh	Nairobi	Kenya			
Mororo Community Development Committee	Mororo		Mombasa	Kenya			
Medox Pharmaceuticals Ltd	Muthithi Road		Nairobi	Kenya			
Elatt Limited	Standard Street		Nairobi	Kenya			
Element Blue International Ltd	Williamson House 4Th Ngong Avenue		Nairobi	Kenya			
Prochem (Ea) Ltd	Ajs House Keekorok Road		Nairobi	Kenya			
Shallow Wells International Management	Makongeni		Thika	Kenya			
Nova Industries Limited	Lengatia House Likoni Road		Nairobi	Kenya			
F & S Scientific Limited	Shamneel Court 2 Muthithi Road, Parklands Road		Nairobi	Kenya			
Unclaimed Property Assets Register K Limited	Suraj Plaza Suite B8  Limuru Road Ngara		Nairobi	Kenya			
Airoquip K Limited	Airoquip Building,  Lusaka Road	Industrial Area	Nairobi	Kenya			
Orbital Limited	A 104 Mombasa Road		Machakos	Kenya			
Faram East Africa Limited	House No. 29 David Osieili Road	Off Waiyaki Way	Nairobi	Kenya			
Hewlett Packard East Africa Limited	Capitol Hill Square	Upper Hill	Nairobi	Kenya			
Kima Integrated Community Initiative Programme	Luanda Majengo Road		Kisumu	Kenya			
Association Of Social Entrepreneurs In Vihiga	Mbihi		Vihiga	Kenya			
Software Group Ke Ltd	Ngong Road		Nairobi	Kenya			
Razor Brand Ventures Limited	Enterprise Road		Nairobi	Kenya			
Gelsup Laboratory Equipment Supplies Ltd	Judith Wamaitha Thande Memorial Hse	Luthuli Avenue	Nairobi	Kenya			
Safari Duty Free Limited	Jomo Kenyatta International Airport		Nairobi	Kenya			
Community Servants	Ngara Road		Nairobi	Kenya			
Ecosite Development Consultants Ltd	Opposite Safari Park Hotel	Thika Road	Nairobi	Kenya			
Insecta Pest Control Company Ltd	Braeside Garden Off Muthangari Road		Nairobi	Kenya			
Njoro Canning Factory (Kenya) Limited	Njoro Mau Narok  Road	Egerton Township Next To Egerton University (Njoro Campus)	Nakuru	Kenya			
Community Health Promotion Kenya Limited	Bomani Road		Mtwapa	Kenya			
Jatco Tours And Taxis Ltd	Westlands Arcade Woodvile Road/ Chiromo Road Westlands		Nairobi	Kenya			
Agano Development Centre	Hospital Road		Nairobi	Kenya			
Tintin Restaurant Ltd	Centre Building Harambee Avenue	Kenyatta International Conference	Nairobi	Kenya			
Rajair Travel & Tours Bureau Ltd	Rehema House, Ground Floor,  Kaunda Street		Nairobi	Kenya			
Impala Downtown Ltd	Impala House Tom Mboya Street		Nairobi	Kenya			
Davanns Limited	Menengai Crescent Milimani		Nakuru	Kenya			
General Accident Insurance Co K Ltd	General Accident House-4Th Flr,  Ralph Bunche Road		Nairobi	Kenya			
Phfams Africa Ltd	Off Thika Road, Kahwa Sukari Avenue		Nairobi	Kenya			
Sentry Security Of East Africa Limited	Ukulima Co-Op House Haile Selassie Avenue		Nairobi	Kenya			
Tanjal Investments Ltd	1St Floor, Tanjal Hse,  Haile Selassie Road		Mombasa	Kenya			
Kipsolu Youth Group	Kericho		Nairobi	Kenya			
Nandi County Youth Bunge Association	Kapsabet		Kapsabet	Kenya			
Blue Print Marketing	Cvs Plaza, 4Th Floor Kasuku Road	Off Lenana Road	Nairob	Kenya			
Credit Agricole Indosuez Kenya Branches	Reinsurance Plaza,  Taifa Road		Nairobi	Kenya			
Crimson Multimedia Ltd	Green House Ngong Road, Woodley		Nairobi	Kenya			
Intergeneration Community Organization	Outer Ring Road		Karibangi - Nairobi	Kenya			
Maa Partners Initiatives	Athi-River Namanga Road		Kajiado	Kenya			
Gender Equity Network	Keringet		Nakuru	Kenya			
Africa Registrars	Kenya-Re Towers Upper Hill, Off Ragati Road		Nairobi	Kenya			
Cracker Jack Cafe	Block 19\\294,  United Nations Avenue		Nairobi	Kenya			
Pastoralists Governance And Development Project	Maralal Town, Samburu County		Maralal	Kenya			
Forum For African Women Educationalistsfawe	Chania Avenue, Off Wood Avenue Chania Avenue Kilimani		Nairobi	Kenya			
Mika Holdings Limited	Ridgeways Road Kigwa Ridge		Nairobi	Kenya			
Nairobi Outreach Services Trust	Ramesh Gautama Road		Nairobi	Kenya			
Winemasters K Ltd	Korosho Road		Nairobi	Kenya			
Aic Kalokol Health Centre	Namukuse Road	North Rift	Nairobi	Kenya			
The Salvation Army Dandora Phase 5 Orphans And Hiv/Aids Center	Muigai Kenyata Road		Nairobi	Kenya			
Gender Violence Recovery Centre	Kirichwa Road		Nairobi	Kenya			
Fashoda Youth Forum	Adalyn Flats Off Ngong Rd		Nairobi	Kenya			
Min Otieno Self Help Group	Homa Bay - Kisumu Road	Nyanza	Nyangweso	Kenya			
The Winemaster Limited	Korocho Road	Off Gitanga Road	Nairobi	Kenya			
Community Research In Environment And Development Initiatives	Off Kanduyi-Mumias Road		Bungoma	Kenya			
Centre For Community Dialogue And Education	Loresho, Kaptagat Grove	Off Kaptagat Ro	Kisii	Kenya			
Electrocom Power International Ltd	Tusker House Ronald Ngala Street		Nairobi	Kenya			
Social Welfare Development Programme	Off Magadi Road		Nairobi	Kenya			
Jerusalem Ogam Women Group	Nyanonye Market		Bondo	Kenya			
Voluntary Helth In Kenya	Moi's Bridge		Nairobi	Kenya			
Hydroponics Africa Ltd	Kikuyu, Zambezi		Nairobi	Kenya			
Radiant International Limited	10Th Floor International House		Nairobi	Kenya			
Davchem East Africa Ltd	Building No 12 Davchem Water Centre Mombasa Road		Nairobi	Kenya			
Civic Media Foundation	4Th Floor Piedmont Plaza,	Ngong Road	Nairobi	Kenya			
Youths For Sustainable Development	Jomo Kenyatta Highway		Kisumu	Kenya			
Ultra Multiware Suppliers Ltd	34,Dar Es Salaam Road	Industrial Area,	Nairobi	Kenya			
Medecins D Afrique	Ngong Road		Nairobi	Kenya			
Old East African Trading Co Kenya Ltd The	Industrial Area,  Lunga Lunga Road		Nairobi	Kenya			
Interdecor Renovators	George Morara		Nakuru	Kenya			
Kimpton Ltd	Plot Lr No. 209/5884 Kampala Road	Off Enterprise Road, Industrial Area	Nairobi	Kenya			
Youth Empowerment Strategies	Parliament Road		Nairobi	Kenya			
Emex Africa Limited	Nhif Building Shop 3 & Basement 2	Upper Hill	Nairobi	Kenya			
Fincom Technologies Limited	Ground Floor, Cic Plaza	Mara Road, Upper Hill	Nairobi	Kenya			
Ultra Equipment Limited	Sound Plaza,  Woodvale Grove Westlands		Nairobi	Kenya			
Powerware System Limited	Dar Es Salaam Road		Nairobi	Kenya			
Myisp Limited	7 Parklands		Nairobi	Kenya			
Merti Integrated Development Programme	Merti		Isiolo	Kenya			
Prochem Laboratories (Ea) Limited	Sifa House Kisumu View Park Towers Uhuru Highway		Kisumu	Kenya			
Euro Industrial Chemicals Limited	Bamburi Road	Off Enterprise Road	Nairobi	Kenya			
Alkan Kenya Limited	Chiromo Court, 4Th Floor,  Chiromo Road		Nairobi	Kenya			
Eye On Security K Ltd	2Nd Floor, The Mall,Ring Road	Parklands, Westlands	Nairobi	Kenya			
Agency For Pastoralists Development	Norad		Lodwar	Kenya			
Oriolec Africa Limited	Marcus Garvey Road		Nairobi	Kenya			
Research Path Associates Ltd	5Th Ngong Avenue		Nairobi	Kenya			
Jarrow Road Metal Enterprises	Jirore Road	Off Enterprise Road	Nairobi	Kenya			
Woodvale Pharmacy Ltd	16 Chambers Road	Next To Makini Herbal (Globe Roundabout)	Nairobi	Kenya			
Gudka Westend Motors Limited	Opposite Abc Bank,  Dar Es Salam Road	Industrial Area	Nairobi	Kenya			
Tabaki Freight Services International Limited	Mirage Plaza,  Mombasa Road		Nairobi	Kenya			
Sondhi Trading Limited	Ganjoni Next To Doshi Co Ltd	Taib Abdalla Nassir Road	Mombasa	Kenya			
August 7Th Memorial Trust	Moi Avenue Number 1		Nairobi	Kenya			
Prince Communications Ltd	Prince House,  General Mathenge Drive		Nairobi	Kenya			
Baobab Childrens Home	Off Mombasa Nairobi Highway		Mombasa	Kenya			
Auto Brake Lining Manufacturers Ltd	Plot No Lr 209/3476,  Enterprise Road	Dar Es Salaam Road	Nairobi	Kenya			
Soroptimist International Club Of Kisumu	Oginga Odinga Street		Kisumu	Kenya			
Tool Masters Industrial Suppliers Ltd	1St Floor Amber Enterprises	Baricho Road, Industrial Area	Nairobi	Kenya			
Software Group Limited	The Green House Suite 14, Ngong Road		3Rd Floor	Kenya			
Northern Rangelands Trading Ltd	Lewa Downs,	Meru Manyuki Isiolo Road,	Isiolo	Kenya			
Books 'r' Us Ltd	Abc Place	Waiyaki Way	Nairobi	Kenya			
Research Care And Training Programme - Family Aids Care And Education Services	Off Ngong Street		Nairobi	Kenya			
Comply Industries Limited	Near Samcon	Sungura Street	Nakuru	Kenya			
Nickel Instruments Limited	Argwings Godhek Road		Nairobi	Kenya			
Drilling Services Inetrnational	Ngong Road		Nairobi	Kenya			
Dynatech Distribution Ltd	Mombasa Road		Nairobi	Kenya			
Terry Child Support And Youth Resource Center	Kaviani		Machakos	Kenya			
Cisle, Kenya Branch	Capitol Hill Towers-7Th Flr,  Cathedral Road	Ngong Road	Nairobi	Kenya			
Quality Inspectors Ltd	Josem Trust Place,  Bunyala Road	Off Uhuru Highway	Nairobi	Kenya			
Flexopak Kenya Ltd	P J Park,  Enterprise Road		Nairobi	Kenya			
Bumulusi Women Group	Nambacha		Nambacha	Kenya			
Siaya Peasant Community Outreach Project	Ugunja - Sigomere Road		Ugunja	Kenya			
Chepkoilel University College	Eldoret Ziwa Road		Eldoret	Kenya			
Kams Industries Ltd	Lr 209/1293 Vedic House,  Mama Ngina Street		Nairobi	Kenya			
One More Day For Children Foundation	Nanyuki Town		Nanyuki	Kenya			
Education And Research Services Ohers	Off General Waruige Road		Nairobi	Kenya			
Trima Systems Limited	Lunga Lunga Road		Nairobi	Kenya			
Modern Change Achievers Programme Ngo	Njoro		Nairobi	Kenya			
Marken Kenya Limited	Muslim Road		Nairobi	Kenya			
Electric Link Eldoret Ltd	Lr 1870/1/156 Peponi Plaza,  Waiyaki Way		Nairobi	Kenya			
Komarocks Community Development Network	Argwings Kodhek Road		Nairobi	Kenya			
Healthy People Kenya	Mainstreet		Kisumu Kenya	Kenya			
Jacaranda Designs Ltd	Muthithi Road		Nairobi	Kenya			
Adtel  Ltd	Argwings Kodhek Road		Nairobi	Kenya			
Aks East Africa Ltd	Waiyaki Way		Nairobi	Kenya			
Kenya Renewable Energy Association	Strathmore Business School Ole Sangale Road	Madaraka	Nairobi	Kenya			
Circle Logistics Ltd	Kindaruma Road		Nairobi	Kenya			
Deluxe Printers & Stationers Limited	Uhuru Gardens,  Likoni Road		Nairobi	Kenya			
Council Of Imams And Preachers Of Kenya	Bawazir Road		Mombasa	Kenya			
Kitui Development Centre	Kibwenzi		Kitui	Kenya			
Optique Kenya Ltd	1St Floor, Imperial Bank Bldg.,  Nkrumah Road		Mombasa	Kenya			
Philips Kenya Tea Ltd	Manyara Building,  Mogadishu Road		Mombasa	Kenya			
Greenbell Communications Limited	Muthithi Road, Westlands		Nairobi	Kenya			
Support Transformation And Empowerment Of Pastoralists	Maralal Town		Maralal	Kenya			
Kenya Biomedical Scientists Association	Ngara Road		Nairobi	Kenya			
Isolutions Associates Ltd	Westlands Business Park	Chiromo Lane, Westlands Road Junction	Nairobi	Kenya			
Youth As Agents Of Peace	Monrovia St		Nairobi	Kenya			
Idewes	Kibera		Nairobi	Kenya			
Kenya National Library Service	Moses Mudavadi Road		Nakuru	Kenya			
Zaburi And Christian Group	69 Mbita		Nairobi	Kenya			
Kanyala Little Stars	Mbita Rusinga Road		Mbita Town	Kenya			
Youth Action And Rural Development	Mabanda Trading Centre		Thika	Kenya			
St Luke's Youths Awareness Group	Makupa Causeway		Mombasa	Kenya			
Encapsulated East Africa Ltd	Kifaru House Kanjata Road Off James Gichuru, Road Lavington		Nairobi	Kenya			
Ekongo Development Organization	Mundika		Busia	Kenya			
Lybax Company Limited	Kenyatta Avenue		Nairobi	Kenya			
Simba Friends Foundation	Sega		Ugenya	Kenya			
Hydery P Ltd	Kaderbhoy Building,  Nkrumah Road		Mombasa	Kenya			
Future Generation Consortium	Kasarani		Nairobi	Kenya			
Imagine Kenya Trust	Kasarani		Nairobi	Kenya			
Total Office Solutions East Africa Ltd	The Mall,  Westlands Road		Nairobi	Kenya			
Kenya Society For People With Aids	Posta Road		Siaya	Kenya			
Crystal Ice Cream P Ltd	Highridge Shopping Centre,  Masari Road		Nairobi	Kenya			
Centre For The  Study Of Adolescence	Mbaazi Close, Off Kingara Road		Nairobi	Kenya			
Northern Arid Region Development Assistance	Wajir Highway		Wajir	Kenya			
Uraia Trust	Jacaranda Avenue Off Gitanga Rd		Nairobi	Kenya			
Reliance Air Charters	Phoenix House,	Wilson Airport	Nairobi	Kenya			
Global Peace And Prosperity Initiative	Central Limuru		Nairobi	Kenya			
Carmed Insurance Agency Ltd	Karen Road		Nairobi	Kenya			
Acrick Consultants Limited	23 Kenyatta Avenue		Nairobi	Kenya			
Ram Ict Ltd	Ngong Road		Nairobi	Kenya			
Olemila Community Based Organization	Eldoret Kisumu Road		Kapsabet	Kenya			
Tools & Components Ltd	Enterprise Road	Road C	Nairobi	Kenya			
Nehema Counseling & Empowerment Centre	Nandi Road		Eldoret	Kenya			
Reliable Borehole Services Limited	Baricho Road		Nairobi	Kenya			
E-Logistics Solutions Ltd	Along Thika Super Highway		Nairobi	Kenya			
Sapta Trust	Ngong Road		Nairobi	Kenya			
Pastoralist Women For Health And Education	Post Office Road		Isiolo	Kenya			
Pastoralist Girls Initiative	Mirra Road		Garissa	Kenya			
Shell Chemicals East Africa Limited	Shimanzi,  Makandi Road		Nairobi	Kenya			
The Youth With A Vision	Kangundo Road		Nairobi	Kenya			
Salient Technologies Ltd	Nyaku House Argwings Kodhek Road	City Square	Nairobi	Kenya			
Vista Global Limited	Mombasa Road		Nairobi	Kenya			
Executech Systems	Mbagathi Way		Nairobi	Kenya			
Pneumatics Kenya Limited	Fairlane House, 2Nd Floor,  Bagamoyo Road	Off Mbagathi Road	Nairobi	Kenya			
Elris Communications Services Limited	Kaputei Road,	Kaputei Gardens 6, 4107	Nairobi	Kenya			
Frezhar  Agro-Science	Kimathi		Nairobi	Kenya			
Mareba Express Cargo Limited	Hurlingum		Nairobi	Kenya			
Kenya Coffee Producers Association	Heile Selasie Avenue		Nairobi	Kenya			
Oseibo Trading Company Ltd	Kenya Reinsurance Plaza,  Taifa Road	City Hall Way	Nairobi	Kenya			
Goodearth Limited	2Nd Flr, Westlands Arcade,,  Waiyaki Way		Nairobi	Kenya			
Precise Industrial Suppliers	Tabere Crescent		Nairobi	Kenya			
Barot Agencies	Virsons Plaza 1St Floor,  New Kirinyaga Road		Nairobi	Kenya			
Stellagraphics Ltd	Alico House,  Mamlaka Road	Off Nyerere Road	Mombasa	Kenya			
Executive Concepts Limited	Brookside Drive		Nairobi	Kenya			
Comtech Data Limited	Craft Silicon Campus	Waiyaki Way	Nairobi	Kenya			
Parit Industries Ltd	Ruiru Town Next To Alpha Knit		Ruiru	Kenya			
Infinium Technologies Ltd	3Rd Floor Occidental Plaza Muthithi Road		Nairobi	Kenya			
Ligusa Powerpoint Child Care Initiative Cbo	Kenyatta Sports Ground		Kisumu	Kenya			
Independent Police Oversight Authority	Harambee		Nairobi	Kenya			
Morris Cerullo World Evangelism Kenya	P O Box 59680		Nairobi	Kenya			
Esoko East Africa	The Greenhouse, Ngong Road		Nairobi	Kenya			
Kisumu Ex-Street Boys Youth	Oginga Odinga		Kisumu	Kenya			
Pharm Access Africa Limited	Chiromo Road		Nairobi	Kenya			
Africa Centre For Applied Research	Mpaka Road		Nairobi	Kenya			
Kenya Batteries 1981 Ltd	Kirinyaga Road		Nairobi	Kenya			
Decoranova Carpeting And Furnishing	Shimmers Plaza,  Nairobi Westlands Road		Nairobi	Kenya			
Kebrin Limited	Argwing Khodek		Nairobi	Kenya			
Bungoma Home Based Care And Support Programme	Bungoma Town		Bungoma	Kenya			
Image Business Solutions Kenya Limited	Ma4- Planet 9 Karbanet Road		Nairobi	Kenya			
Nubian Rights Forum	Kibera		Nairobi	Kenya			
Noel Creative Media Limited	Jabavu Road		Nairobi	Kenya			
Windsor Industrial Holdings Ltd	Century Apparels Building,  Cus.W 89 Butere Road		Nairobi	Kenya			
Chenjekar Electrical Stores Ltd	Cross Road		Nairobi	Kenya			
Rf Sysytems Limited	Langata Road		Nairobi	Kenya			
Isopack Ltd	Mandev Complex,  Mombasa Road		Nairobi	Kenya			
Agri Hardwares E.A Limited	Kijabe Sreet		Nairobi	Kenya			
Trans Fleet Limited	Prudential Building Wabera Street		Nairobi	Kenya			
Nathe Enterprises Limited	Waiyaki Way		Nairobi	Kenya			
Comarco Group Ltd	Comarco Base, Liwatoni Bay	Off Mikanjuni Road	Mombasa	Kenya			
