Company Name	Address Line 1	Address Line 2	City	Country	URL 1	URL 2	URL 3
Robson Harris & Company Advocates	Transnational Plaza City Hall Way		Nairobi	Kenya			
Garden Square Ltd	City Hall Way	Off Parliament Road	Nairobi	Kenya			
Food Chain(Ea) Limited	Lr Mombasa/Block Xix/160 Gideon Rimba Road		Mombasa	Kenya			
Coast Data Systems Ltd	2Nd Floor, Museum Hill Centre Museum Hill Road	Off Muthithi Road	Nairobi	Kenya			
Solidarity With Women In Dsitress	Arch Bishop Makario Rd Ganjoni		Mombasa	Kenya			
Botonical Extracts Epz Ltd	Epz Zone		Athiriver	Kenya			
Integrated Fire & Safety Solutions Ltd	Mayfair Business Centre Parklands Road		Nairobi	Kenya			
Turkana Bas Fillet Supplies	Panya Road Marsabit		Marsabit	Kenya			
Starwill Engineering Services & General Contractors Ltd	Jomo Kenyatta Avenue		Kisumu	Kenya			
Wonderpac Industries Limited	Kay Complex Mombasa Road		Nairobi	Kenya			
Xrx Technologies Ltd	Vanguard House Crossway Road	Off Westlands Road	Nairpbi	Kenya			
Tripot Africa Limited	6Th Floor Finance House Loita Street		Nairobi	Kenya			
Boys' Essence Organization	Chambers Road		Nairobi	Kenya			
Lishabora Hydroponics Ltd	Complex 5, Mazerus Court	Thindigua Hwy	Complex 5, Mazerus Court	Kenya			
Posh Systems K Limited	Koinange		Nairobi	Kenya			
Adidev Enterprises Ltd	Off Mombasa Road	Near Airtel Towers	Nairobi	Kenya			
Afrikon Limited	7F Fedha Plaza Mpaka Road	Westlands	Nairobi	Kenya			
Rokim Group Limited	Nairobi Naivasha Highway		Nairobi	Kenya			
Minimax Enterprises Ltd	Lr. No. 209/231/11	Ukwala Road	Nairobi	Kenya			
Techno Enterprise Ltd	Techno-Enterprise Complex,  Lunga Lunga Road		Nairobi	Kenya			
Migori Development And Community Empowerment Organization	Migor Sirare High Way		Kisumu	Kenya			
Furniture Rama	Baringo Road		Mombasa	Kenya			
Montana Boutique Ltd	No 209/10670,  2Nd Floor Yaya Centre Argwing Kodhek Road		Nairobi	Kenya			
Coop Consultancy And Insurance Agency	Haile Sellassie Avenue		Nairobi	Kenya			
Ack Narok Integrated Development Program	St Luke Prison Road		Narok	Kenya			
International Service For The Acquisition Of Agri-Biotech Application	Ilri Campus	Old Naivasha Road	Nairobi	Kenya			
Kitui Enterprise Promotion Company Limited	Kitui- Kibwezi Road		Kitui	Kenya			
C Mehta And Company Limited	Panesar Centre,  Mombasa Road		Nairobi	Kenya			
Centre For Young Scientists Kenya	Moi Avenue		Mombasa	Kenya			
Tumaini Plwas Self Help Group	Assumption Of Mary Catholic Parish Ithanga	Central Kenya	Ithanga	Kenya			
Support For Tropical Initiatives In Poverty Alleviation	Off Kibos Rd,	Church View Road	Kisumu	Kenya			
Rafiki Wa Maendeleo Trust	Owimbi-Bondo Road		Lusi	Kenya			
Faraja Trust	Magadi Road		Kajiado	Kenya			
Classic Ironmongers Limited	83	Muthithi Road	Nairobi	Kenya			
Seed Savers Network Association	Stocktheft		Nakuru	Kenya			
Watamu Turtle Watch	Turtle Bay Road 203		Watamu	Kenya			
National Organization Of Volunteers  And Charity Workers In Kenya	Mukuli Road Off Kisumu Kakamega Highway		Mbale	Kenya			
The Health & Economics Development Consortium	Rasi Gardens	Argwings Kodhek  Off Argwings Kodhek Road	Nairobi	Kenya			
Kenya Women Holding	Muchai Drive		Nairobi	Kenya			
Spelling Trading Limited	Witu Road		Nairobi	Kenya			
Captain Andys Fishing Supplies	P O Box : 100		Watamu	Kenya			
Defence For Children International Kenya	Po Box 33330,  Chaka Road		Nairobi	Kenya			
Organisation For African Enhancement And Development Agency	Amboseli, Lavington		Nairobi	Kenya			
Drug Fighters And Counseling For The Young Generation	Mbagathi		Nairobi	Kenya			
Darul Quran Ul Karim	Moi Avenue		Bungoma	Kenya			
Peepoople Kenya	Kibera Phase V Lr 61/441 Olympic		Nairobi	Kenya			
Coauto Dealers Ltd	Plot No 209/136/138,  Kirinyaga Road	Kumasi Road	Nairobi	Kenya			
Dynamic Theatre Arts	Msambweni District Hospital Road		Mombasa, Msambweni	Kenya			
King Prime International Limited	K I C C Ground Floor Rm 19,  Harambee Avenue		Nairobi	Kenya			
Evergreen Community Network	Njoro- Mau Narok Rd		Egerton	Kenya			
Kitawa Pith Nyadundo Self Help Group	Kitawa Village, Kitawa Sub-Location, Gwassi North Location, Suba		Nyandiwa	Kenya			
African Development Emergancy Orgarnization	Moi Avenue		Nairobi	Kenya			
Ibm East Africa Limited	Atrium Building Corner Chaka And Lenana Road	Kilimani	Nairobi	Kenya			
Silver Ray Ltd	Agip House Suite 445 & Suite 447	Off Haile Selassie Avenue	Nairobi	Kenya			
Charterhouse Bank Limited	6Th Floor Kijabe Street		Nairobi	Kenya			
Buyline Industries Ltd	Tecla Lorupe Road	Off Mombasa Road	Nairobi	Kenya			
Business Forms And Systems Ltd	Industrial Area,  Likoni Rd		Nairobi	Kenya			
Odds & Ends Ltd	Vision Plaza Mombasa / Airport Road		Nairobi	Kenya			
Investeq Capital Limited	Milimani Road		Nairobi	Kenya			
Cotech Self Help Group	Uganda Road		Eldoret	Kenya			
Canopy Insurance Brokers Limited	Co-Op Trust Plaza Lower Hill Road		Nairobi	Kenya			
Ligent Technologies Limited	Mombasa Road		Nairobi	Kenya			
Afya Research Africa	No. 12 Mai Mahiu Road		Nairobi	Kenya			
Dalber Global Development Advisors	Braham Court	F6 State House Road	Nairobi	Kenya			
Victoria Health Helper Project	Ndori - Luanda Kotieno Road		Bondo	Kenya			
Viva Africa Consulting Llp	Rose Avenue		Nairobi	Kenya			
General Freighters Ltd	Freight Complex,  Jki Airport Terminal		Nairobi	Kenya			
Alibhai Ramji Msa Limited	Voi/Off Shimanzi Road		Mombasa	Kenya			
Nyali Cinemax	Nyali Cinemax	Main Nyali Road	Mombasa	Kenya			
Kenya Small And Micro Entrepreneurs Rural	Ngei Road		Machakos	Kenya			
Shade Nett Limited	Plot No 10890 / 16	Mamboromoko Road	Thika	Kenya			
Meaf Consultants Limited	No.6C Vision Plaza Off Mombasa Road		Nairobi	Kenya			
Sacoden	Milimani		Nairobi	Kenya			
Sweet Direct Ltd	Old Mombasa Road	Near Container Depot	Nairobi	Kenya			
Changamka Microhealth	Ralph Bunche		Nairobi	Kenya			
African Research And Resource Forum	Hse 305  Mountain View Off Waiyaki Way		Nairobi	Kenya			
Lyntons Pharmacy Ltd	Hilton Hotel Building,  Simba Lane	City Hall Way	Nairobi	Kenya			
Ecosystem And Social Economic Development	Moi Road		Nakuru	Kenya			
Tenhos Sacco Society Ltd	Tenwek Bomet		Bomet	Kenya			
Social Unity For Leadership And Women Empowerment Sulwe	Ondiek Highway Off Sekou Toure Road		Kisumu	Kenya			
New Hardtools Kenya Ltd	Lunga Lunga Road	Migwani Road	Nairobi	Kenya			
Turn O Metal Engineers Ltd	L R 209/4000,  Lunga Lunga Road	Industrial Area	Nairobi	Kenya			
Kisumu Muslim Secondary School	Kakamega- Kisumu Highway		Kisumu	Kenya			
Biomethane	Karen		Nairobi	Kenya			
Waso Resource Development Agency	Garissa		Nairobi	Kenya			
Kuria District Disability Network	Kehancha Migori Road		Kehancha	Kenya			
The Zehneria Portico	10 Karuna Road		Nairobi	Kenya			
Botire Residents' Welfare	Haille Selaise		Nairobi	Kenya			
Gatanga Kiiga Home Based Care	Thika Gatura Road		Gatura	Kenya			
Stipa	Church View Road		Kisumu	Kenya			
Xtinguish Limited	12 Floor View Park Towers Uhuru Highway	Utalii Lane	Nairobi	Kenya			
Mama Fatuma Goodwill Children's Home	Eastleigh, 1St Avenue, 2Nd Street		Nairobi	Kenya			
Sai Cargo	Kaptagat		Nairobi	Kenya			
Nyakwamba Intergrated Self Help Group	Sori To  Rodi		Kisumu	Kenya			
Victoria Drilling Ventures Ltd	Changamwe Road	Industrial Area	Nairobi	Kenya			
Northwest Cargo Services	Moi Avenue		Nairobi	Kenya			
Fruity Fruits Ltd	Brick Court,  Mpaka Road		Nairobi	Kenya			
Faithful Empowerment Of Marginalize	Kisauni		Mombasa	Kenya			
Wote Youth Development Projects	Unoa Pr Road		Makueni	Kenya			
Almumin High Schoolá	Ravine Road		Nakuru	Kenya			
Sess Solutions Limited	Spanish Villas, Sarit Centre Mall Tom Mboya Street	Lenana Road	Nairobi	Kenya			
Momai Distributors Ltd	Kabala House,  Gala Road		Kampala	Kenya			
Western Kenya Health And Environmental Organization	Vision Plaza Suite 20 B Ground Floor Mombasa Road	Pritt Apartments, A 8, Dennis Pritt Apartments	Nairobi	Kenya			
Resource Conflict Institute	Timber Mill Road	Industrial Area	Nakuru	Kenya			
Uneek Freight Services (Kenya) Ltd	Farm Auto Spares Complex	Mombasa Road, City Square	Nairobi	Kenya			
Mukpar Kenya Ltd	Plot No. 48/V,  Uhuru Street		Thika	Kenya			
Sisule Munyi Kilonzo & Associates	Re Insurance Plaza 13Th Floortaifa Rdcity Centre		Nairobi	Kenya			
Soy Youth Women Development Project	Eldoret Kitale Highway		Eldoret	Kenya			
Ethical Fashion Africa Limited 	The Godown,P O 76618	Dungaroad	Nairobi	Kenya			
Acomex International Ltd	Muchai Drive 23, Off Ngong Road	Near Mimosa Court	Nairobi	Kenya			
Impact Research And Development Organisation	Ondiek High Way		Kisumu	Kenya			
Centre For Disaster Management And Humanitarian Assistance	Kisumu Road		Eldoret	Kenya			
Youth For Development Initiative	Kabiria		Nairobi	Kenya			
Collaborative Centre For Gender And Development	Utalii Lane		Nairobi	Kenya			
Kuria Children's Home	P O Box 69	Kehancha	Nairobi	Kenya			
Akiniita Foundation	P O Box 14800		Nairobi	Kenya			
Tana Alim Centre For Research Training And Development	University Way		Nairobi	Kenya			
Comfort Gardens Limited	Un Cresent		Nairobi	Kenya			
Kenya Union Of The Blind	Off North Airport Road Embakasi		Nairobi	Kenya			
Kenyan Paraplegic Organization	Lenana Road Hurlinghum		Nairobi	Kenya			
Sr Kenya Services Limited	United Nations Cresent,  Limuru Road		Nairobi	Kenya			
Kenya Hydraulics Ltd	Enterprise Road	Next To Road B Industrial Area	Nairobi	Kenya			
Furniture Elegance Limited	Paramount Plaza	Muranga Road	Nairobi	Kenya			
Girl Child Network	Langata Road		Nairobi	Kenya			
Assorted Waste Management	Kindaruma Road		Nairobi	Kenya			
Africaproject Kenya	Ngowe Road Off Lamu Road		Malindi	Kenya			
Carell Society	Haileselasie Rd		Nairobi	Kenya			
Universal Fellowship Organization	Kiminini Township		Kitale	Kenya			
Rongai Social Economic Women  Organization	Nakuru-Ravine Road		Nakuru	Kenya			
Nam Consult Ltd	Nyerere Road		Nairobi	Kenya			
Rural Women Peace Link	Ronald Ngala		Eldoret	Kenya			
Somali Youth Development  Foundation	Easleigh 1 Avenue		Nairobi	Kenya			
Strategic Community Development Network	Kibera		Nairobi	Kenya			
Trade Wings Ltd	Shimmers Plaza,  Westlands Road		Nairobi	Kenya			
Electrical And General Appliances Limited	Bamburi Road, Off Enterprise Road	Industrial Area	Nairobi	Kenya			
Revive Community Africa	Bishops Road		Nairobi	Kenya			
International Refugees Help Organisation	Dadaab		Garissa	Kenya			
Watsan Engineering Services Limited	Moi Avenue		Nairobi	Kenya			
Jireh Community Based Hiv/Aids Development Group	Arina Estate		Kisumu	Kenya			
Kitui Millers	Off Lumumba Road		Mombasa	Kenya			
North Star Cooling Systems	Road C, Off Enterprise Road	Industrial Area	Nairobi	Kenya			
Power Management Services Ltd	National Park	Mlolongo	Nairobi	Kenya			
E M Communications Ltd	Rambo Furniture House	4Th Floor, Opposite Paragon Techno-Electrical	Nairobi	Kenya			
Pacific Insurance Brokers Ea Ltd	The Insurance Centre House Rose Avenue, Off Dennis Pritt Road	Opposite Street Georges Primary	Nairobi	Kenya			
Synergy Group Africa Ltd	Tulip House Mombasa Road		Nairobi	Kenya			
Waka Continuing Medical Education Center	Ruringu Karatina Road		Nyeri	Kenya			
Bmg Holdings Ltd	Bamburi Road	City Centre	Nairobi	Kenya			
Gulf Power Limited	Geminia Insurance Plaza Kilimanjaro Avenue		Nairobi	Kenya			
Receive It Africa Limited	Jogoo Road		Nairobi	Kenya			
Avmax Spares East Africia Ltd	Wilson Airport	Langata Road	Nairobi	Kenya			
Mimosa Design Limited Ltd	School Lane	Westlands	Nairobi	Kenya			
Ashbu Securities Ltd	Loita		Nairobi	Kenya			
Pastoralist Against Hunger	Hospital Road		Mandera	Kenya			
Camellia Kenya Limited	Abc Place	Waiyaki Way	Nairobi	Kenya			
Halliday Finch Ltd	Wilson Airport, Langata House	Karen, 00502	Nairobi	Kenya			
Foton East Africa Limited	Off Mombasa Road	Next To Nairobi Water Company	Nairobi	Kenya			
Community Based Organization	General Gichuru		Nairobi	Kenya			
Poolshop East Africa Limited	Chepkorio Road	Off Lusaka Road	Nairobi	Kenya			
Mits Electrical Company Ltd	Chester House,  Koinange Street		Nairobi	Kenya			
Adwest Communications Limited	Greenhouse Ngong Road, Adams Arcade		Nairobi	Kenya			
Avenue Electronics Ltd	Kenyatta Avenue		Nairobi	Kenya			
Cfl And Company Advocates	Office Park	Riverside Drv	Nairobi	Kenya			
Interscope Office Solutions	35, Mua Park	Waiyaki Way	Nairobi	Kenya			
Dalberg Global Development Advisors	39 Apple Cross Road		Nairobi	Kenya			
Technology Dimension Ltd	Coffee Plaza Left Wing	Exchange Lane, Haile Selassie Avenue	Nairobi	Kenya			
Rural Outreach Program Africa	Kari Waiyaki Way		Nairobi	Kenya			
Ziingo Investments Limited	Zingo Building Lunga Lunga Road	Industrial Area	Nairobi	Kenya			
Van Glen	Curcuit Business Systems Complex	Westlands, Opposite Holiday In Mayfair	Nairobi	Kenya			
Kipepeo Solutions Company Limited	1St Floor East End Plaza		Nairobi	Kenya			
Mrdc International	3000 Karen Rd		Nairobi	Kenya			
Universal Cabs Limted	Kipande Road		Nairobi	Kenya			
Electromatic Ltd	Ruaraka 14733		Nairobi	Kenya			
Statim Pharmaceuticals Limited	1St Floor, Perida Centre Corner Plaza, Parklands Road		Nairobi	Kenya			
Prisma Electric Ltd	Chogoria Road, Landimawe Area	Off Dunga Road, Industrial Area	Nairobi	Kenya			
C G Punjani (1975) Ltd	Plot No 209/4040 Agip House,  Harambee Avenue		Nairobi	Kenya			
Inuka-Kabisa- Self Help Group	Kisumu Miwani Road		Kisumu	Kenya			
Yusuf Haji Secondary School	Masalani		Ljara	Kenya			
Swife Ltd	Southern House,  Moi Avenue		Mombasa	Kenya			
Hf Fire Africa Limited	Muchai Drive, Opposite Mimosa Ct Golf Course Area	Off Ngong Road ,Jamuhuri	Nairobi	Kenya			
Forces Equipment Kenya Ltd	Alpha Centre Unit 5 & 6, Mombasa Road		Nairobi	Kenya			
Mika Investments Company Limited	Along Central Elgon Road	Transnzoia	Kitale	Kenya			
Kenya Slum Youths Development Organization	South B , Balozi	Nairobi	Nairobi	Kenya			
Servers Zone Limited	Suite 38, Fatima Court	Marcus Garvey Road, Hurlingham	Nairobi	Kenya			
Maritime Resource Management Limited	Ambank House 17Th Floor University Way	Monrovia Street	Nairobi	Kenya			
Triton Network Solutions Limited	Vanguard House 7Th Floor Chiromo Road		Nairobi	Kenya			
Ballcam Investments	White House		Nakuru	Kenya			
Bar Hostess Empowerment And Support Programme	Plot 8707, Kasarani Off Thika		Nairobi	Kenya			
Resolution Insurance Company Limited	Lenana Road		Nairobi	Kenya			
Esoko Kenya Limited	The Greenhouse Ngong Road		Nairobi	Kenya			
Akoko Secondary School	Kisumu Bondo		Kisumu	Kenya			
Open Capital Advisors Limited	Lenana Road, Lenana Towers, 2Nd Floor		Nairobi	Kenya			
James Finlay East Africa Holdings Limited	Kericho-Nakuru Road		Kericho	Kenya			
Pathcare Kenya Ltd	Regal Plaza	Limuru Road	Nairobi	Kenya			
Engineering Equipment Ltd	Lr 1870/Ix/40,  Westend Plaza Chiromo Road	Uhuru Highway	Nairobi	Kenya			
Litso Centre	Isiolo		Nairobi	Kenya			
African Capacity	Mamlaka Road		Nairobi	Kenya			
Maseno University Consotium	Maseno Township		Kisumu	Kenya			
Mohazo Epz Limited	Athiriver		Nairobi	Kenya			
Infomage Solutions Ltd	View Park Towers Utalii Lane		Nairobi	Kenya			
Liteline Enterprises Limited	Lite House,  Airport North Road		Nairobi	Kenya			
Kemboy & Ogola Advocates	Acacia Suite	Riverside Green, Riverside Drive	Nairobi	Kenya			
Iconet Solutions Ltd	Vision Plaza, Suite 4A Mombasa Road		Nairobi	Kenya			
Motivational Power Project	Koinange		Nairobi	Kenya			
Betatrad Kenya Limited	Rex Godown	Off Airport North Road	Nairobi	Kenya			
Craftskills Wind Energy International Limited	Umoja One Moi Drive	Next To Coca Cola Distributor, Umoja Estate	Nairobi	Kenya			
Hope & Courage International	Kasarani		Nairobi	Kenya			
Good Neighbours Enterprises Limited	Turbo Naitiri Road	Western Province	Bungoma	Kenya			
Pamoja Trust	Mbaruk Road		Nairobi	Kenya			
The Wine Shop Ltd	Plot 330/671 Piedmont Plaza	Ngong Road	Nairobi	Kenya			
Panafrican Airways Limited	Waiyaki Way	Westlands Office Park, Next To New Safaricom House	Nairobi	Kenya			
Symbion Architecture	Symbion House,  Karen Road		Nairobi	Kenya			
Glacier Distributors Ltd	Plot No. 209/6073,  Pemba Street	Off Lusaka Road	Nairobi	Kenya			
Kalzmat Security Print Ltd	Industrial Area-Next To Akamba,  Kitui Road		Nairobi	Kenya			
Moland Communications Ltd	Mama Ngina Street		Nairobi	Kenya			
Armstrong & Duncan	Adak House	Milimani Road, Off State House Road	Nairobi	Kenya			
Intertek International Ltd	House Of Vanguard 4Th Floor	Opposite Consolata School, Chiromo Road Westlands	Nairobi	Kenya			
Baraka Youth Group	Koinange Street		Nairobi	Kenya			
African Women Stdudies Centre	University Of Nairobi		Nairobi	Kenya			
Sai Chemicals Ltd	Changamwe Road		Nairobi	Kenya			
Titan Healthcare Limited	Mombasa Road, Opposite Airport Flyover	Next To Saku Industrial Park	Nairobi	Kenya			
Africa Peace Point	Jamhuri Crescent		Nairobi	Kenya			
Rexe Roofing Products Ltd	Menelik Lane	Off Kirichwa Road	Nairobi	Kenya			
Web Tribe Limited	Monrovia		Nairobi	Kenya			
Kenya Council Of Imams And Ulamaa	Bawazir Road		Mombasa	Kenya			
Eastern Africa Grain Council	Westlands Road Off Westlands Road		Nairobi	Kenya			
Mutiso Menezes International	Mmid Studio Westlands Road, Next To African Union		Nairobi	Kenya			
Sphinx Pharmaceuticals Limited	Old Airport North Road	Embakasi	Nairobi	Kenya			
Kenya International Sport Ltd	Silver Stone Old Mombasa Road		Nairobi	Kenya			
Green Vision Foundation	Thika		Nairobi	Kenya			
African Conservation Centre	Off Langata Rd	Fairacres Lane	Nairobi	Kenya			
Dodo World Kenya Ltd	Unga House Off Waiyaki Way		Nairobi	Kenya			
Vetcare Kenya Limited	Opposite Isiolo Road,  Off Entreprise Road	Junction (Behind Aquva Agencies)	Nairobi	Kenya			
Flashcom Limited	Baclays Plaza Loita Street		Nairobi	Kenya			
Technova  Ltd	P O Box 48528		Nairobi	Kenya			
Cisco Systems Limited	Goldjet Valley House No. 1,  Grovilea Grove	Off Brookside Drive	Nairobi	Kenya			
Home Of Hope International	Donholm Road		Nairobi	Kenya			
Paynet Kenya Ltd	Ambank House 10Th Flr,  University Way		Nairobi	Kenya			
Happen	Off Rongo Homa-Bay Road		Nairobi	Kenya			
Regional Data Systems (Kenya) Ltd	Crb Centre, Prosperity House Westlands Road	Off Museum Hill, Westlands	Nairobi	Kenya			
Indra Limited	Laxcon House Limuru Road		Nairobi	Kenya			
The Slum Child Foundation	Korogocho		Nairobi	Kenya			
Crossflow Air Conditioning And Technical Services Ltd	Lr No: 209/138/ 45	Desai Road	Nairobi	Kenya			
Ramani Communications Limited	Wilken House,  Wilson Airport Road	Off Langata Road	Nairobi	Kenya			
Gap Electric Company Ltd	2Nd Floor, Kiasa House Luthuli Avenue	Mfangano Lane	Nairobi	Kenya			
Somali Youth Development	Dadaab Refugee Camps		Dadaab	Kenya			
Sps Pipe Limited	Chogoria Road Off Ent Road		Nairobi	Kenya			
Mbaki Agricultural Inputs Distributors Ltd	Aacc 1St Floor,  Waiyaki Way		Nairobi	Kenya			
Gras Savoye Kenya Insurance Brokers Ltd	197 Lenana Place	Lenana Road	Nairobi	Kenya			
Loyal Guard International Ngo	Kirinyaga  Central		Wanguru	Kenya			
International Commission Of Jurists Kenya Section	Vihiga Road Off Makueni Road, Kileleshwa		Nairobi	Kenya			
Luca Safari Limited	Loitoktok Road		Loitoktok	Kenya			
Aspire Marketing Limited	Maple Court	Westlands Close Westlands	Nairobi	Kenya			
Farm Input Promotions Africa Ltd.	Mpulla Hs	Arboretum Drive	Nairobi	Kenya			
Unichem Ltd	Ambala Complex,  Jomo Kenyatta Highway		Kisumu	Kenya			
Crescent Construction Company Ltd	Plot No. 209/8869,  Lunga Lunga Road	Industrial Area	Nairobi	Kenya			
Dmc Consulting Limited	Embassy House Harambee Avenue		Nairobi	Kenya			
Flowmatics Ltd	No.6, Roughton Court Plaza Argwings Kodhek Road		Nairobi	Kenya			
Pentax Consultants Ltd	Kimathi House Kenyatta	City Square	Nairobi	Kenya			
Alan Dick & Co (E A) Ltd	Muthithi Road	Opposite Museum Hill Centre	Nairobi	Kenya			
Sustainable Agriculture Programmes Community Education And Development	Embu		Nairobi	Kenya			
Centre For Conflict Resolution	Biashara Street		Nakuru	Kenya			
Kimjoe Enterprises Ltd	Kanba Building Hospital Road		Wote	Kenya			
Smect Consultants Limited	Kiambere Road		Nairobi	Kenya			
Centurion Systems Ltd	New Rehema House,  Rhapta Road	Westlands	Nairobi	Kenya			
Diamond Coffee Company Ltd	No 209/4931/29	Nyuki Close	Nairobi	Kenya			
Awekening Communities On Socio Economic Inniciative	Manyatta Baraka		Kisumu	Kenya			
Caritas Diocese Of Garissa	Ngamia		Garissa	Kenya			
Moland Communication	Mama Ngina Street		Nairobi	Kenya			
University Of Nairobi Department Of Obstetrics And Gynaecology	P O Box 19676		Nairobi	Kenya			
Ab Controls And Technology Ltd	Utc Building Moi Avenue		Mombasa	Kenya			
Polypropelin Bags Ltd	Off Refinery Road		Mombasa	Kenya			
University Of Nairobi	University Way		Nairobi	Kenya			
Wuerth Kenya Limited	Alpha Centre	Mombasa Road	Nairobi	Kenya			
Regal Equipment Limited	Regal Equipment Office Baba Dogo Road	Outering Road	Nairobi	Kenya			
Forum For Women In Development, Democracy And Justice	Upper Matasia		Ngong	Kenya			
Inades Formation Kenya	Machakos Wote Road		Machakosc	Kenya			
My Kenyan Network Limited	Galana Road		Nairobi	Kenya			
Gengo Dhier	West Kanyidoto		Ndhiwa	Kenya			
Ednas And Elna Limited	Moi Avenue		Nairobi	Kenya			
Hardwick Limited	Waiyaki Way		Nairobi	Kenya			
African Biotechnology Stakeholders Forum	Mountain View, Gate Number 123	Nari Kari Complex, Waiyaki Way, Total	Nairobi	Kenya			
Stobbeholze Nel Deaf And Deaf Blind Children Centre	Kisumu Busia Road		Kisumu	Kenya			
Ndungu, Njoroge & Kwach Advocates	International House Mama Ngina Street		Nairobi	Kenya			
Uneximp Limited	Coffee Plaza,  Exchange Lane	Haile Selassie Avenue	Nairobi	Kenya			
Sakura Corporation Limited	Landmark Plaza Argwings Kodhek Road		Nairobi	Kenya			
Satellite Options And Solutions Ltd	Hurlingham, Nyangumi Road		Nairobi	Kenya			
Van Ress Kenya Ltd	Links Plaza Links Road		Mombasa	Kenya			
Phoenix Safaris K Ltd	Village Market,  Limuru Road		Nairobi	Kenya			
Nyakemo Rabbits	Nyamirakisii		Kisumu	Kenya			
Lady Lori Kenya Ltd	2Nd Floor, Langata House Wilson Airport		Nairobi	Kenya			
Association For Peace Intiatives And Developments	Wajir		Wajir County	Kenya			
Ffc Organisation	Ngara		Nairobi	Kenya			
Vision Generation Youth Group	Daniel Comboni		Nairobi	Kenya			
Genesis Arts Creations	Shabab, Biashara Road		Nakuru	Kenya			
Eastleigh Fellowship Center	Eastleigh 8Th Street	2Nd Avenue	Nairobi	Kenya			
Ifss Integrated Fire & Safetysolutions	Mayfair Business Centre	Parklands Road		Kenya			
Express Company Limited	Oil Seals And Bearings Centre Building No. 20 Dar Es Salaam Road	Industrial Area	Nairobi	Kenya			
Coast Industrial & Safety Supplies Limited	Bomuland Investment Building Shop 18-19	Mwabundu Street	Mombasa	Kenya			
Centre For Tobacco-Free Education And Development	Outering Road Savanah Estate		Nairobi	Kenya			
Education Development Center	Naivasha Rd		Nairobi	Kenya			
System Partners Ltd	Office Number Is 3B Westlands Business Park	Chiromo Lane, Off Waiyaki Way, Museum	Nairobi	Kenya			
Insecta Limited	Braeside Gardens	Off Muthangari Road, Lavington	Nairobi	Kenya			
Christshope International Kenya Limited	Migosi		Kisumu	Kenya			
Olmaa Pastoralist Development Programme	Kona Baridi		Kajiado	Kenya			
Kabew Kenya Limited	Bepco Building		Nairobi	Kenya			
Soy Aids Resource Centre	Eldoret-Kitale Road		Soy	Kenya			
Naresa Kenya Limited	Upper Hill,  Shelter Afrique Centre Longonot Road	Upperhill	Nairobi	Kenya			
Brava Food Industries Limited	Machakos County, Mombasa Road	Near Daystar University Turn-Off	Machakos	Kenya			
Cei Aviation Ltd	Budobi		Nairobi	Kenya			
Lorimar  Apartments Ltd	L.R No.1870/11/28,  Lower Kabete Road		Nairobi	Kenya			
Match Masters Limited	Gichambara Road	Dagoretti Corner	Nairobi	Kenya			
East Africa Tech Solution Limited	Barichio Road	Industria Area	Nairobi	Kenya			
Foundation Piling Limited	Uhuru Highway	Block A, Nyayo National Stadium	Nairobi	Kenya			
St Jude Thaddeus Academy	Hospital Road		Nairobi	Kenya			
Value Addition And Cottage Industry Development In Africa	Lap Trust House 3Rd Floorhaile Selassie Avecity Square		Nairobi	Kenya			
Waithaka Motors Ltd	Outer Ring Road		Nairobi	Kenya			
Siamanda Duty Free Limited	Gate 5, Unit 2 Jomo Kenyatta International Airport Premises	Airport South Road	Nairobi	Kenya			
Globalcommunications Institute	Kadenge Road		Siaya	Kenya			
Garuda Enterprises Limited	Outer Ring	Airport Road	Nairobi	Kenya			
Vish Electric Limited	Alpha Center Machakos Road	Next To Sameer Africa, Mombasa Road	Nairobi	Kenya			
Africa Youth Trust	Kileleshwa Off Laikipia Road		Nairobi	Kenya			
Suraya Property Group Ltd	Suraya Studio Shanzu Link	Off Lower Kabete Road	Nairobi	Kenya			
Exit Poverty Empowerment	Arwings Kodhek Road,	Hurlingham Court, Suite 6, Hurlingham	Nariobi	Kenya			
Our Lady Of Fatima Mothers Cbo	Karapul-Siaya Road		Siaya	Kenya			
Amrutt Kenya Ltd	New Pumwani Road		Nairobi	Kenya			
Lee Construction Limited	162 James Gichuru Road		Green Nairobi	Kenya			
Bear Afric (K) Ltd	Post Bank Building Banda Street/Market Street		Nairobi	Kenya			
Renhe Trading Company Limited	Milimani Road		Nairobi	Kenya			
Munishiram International Business Machines Ltd	Consolidated Bank House,  Loita		Nairobi	Kenya			
North Eastern Media And Telecom Ltd Star Fm	General Muringi Street		Nairobi	Kenya			
Africa Alliance Of Ymcas	Statehouse Crescent Road	P.O.Box: 60856	Nairobi	Kenya			
Chemkleen Products Limited	Nanyuki Road	Industrial Area	Nairobi	Kenya			
Jokim Industries Limited	Kimathi		Nairobi	Kenya			
Opulent Promotions Ltd	Factory Street		Nairobi	Kenya			
Alpha Logistics (K) Ltd	Airport Road	Cargo Village, G/F	Nairobi	Kenya			
Sagoo Engineering Works Ltd	Butere Road,Off Dar Es Salaam Road	Industrial Area	Nairobi	Kenya			
Toyotsu Auto Mart Kenya Limited	Uhuru Highway	Opposite Nyayo Stadium	Nairobi	Kenya			
Navcom Limited	Consumate Court Block B/C Ole Odume Road	Off Ngong Road	Nairobi	Kenya			
